Gene Name	Distal101	Distal102	Distal103	Distal104	Distal2D001	Distal2D002	Distal2D003	Distal2fusion01	Distal2fusion02	Distal2fusion03	Distal2fusion04	Distal301	Distal302	Distal303	Distal304	Proximal101	Proximal102	Proximal103	Proximal104	Proximal2D001	Proximal2D002	Proximal2D003	Proximal2fusion01	Proximal2fusion02	Proximal2fusion03	Proximal2fusion04	Proximal301	Proximal302	Proximal303	Proximal304
hnrnpub	23.365	23.107	22.215	22.005	26.04	25.22	25.892	26.195	26.163	26.507	26.109	26.065	25.956	26.009	25.892	22.207	22.115	23.657	22.476	25.373	26.065	25.689	26.297	25.848	25.752	25.665	25.151	25.434	25.696	25.75
parp1	23.055	21.088	22.758	23.302	22.199	20.795	21.938	22.885	22.758	22.766	22.888	22.206	20.76	20.06	22.049	21.767	22.542	23.178	21.395	22.759	21.525	21.122	23.34	22.615	22.157	22.3	22.892	21.49	20.413	22.568
tnpo3	22.112	22.563	22.086	22.983	21.961	21.186	22.163	21.521	20.895	20.081	21.282	22.508	23.06	21.379	23.467	23.384	21.209	22.099	21.687	21.059	21.454	21.787	21.734	19.801	19.704	20.554	20.877	21.201	21.128	21.088
osgep	22.298	22.421	23.093	22.008	24.761	23.947	21.073	25.276	24.842	24.273	24.983	24.96	25.085	25.159	24.436	22.147	22.486	23.015	23.761	24.707	24.824	24.59	24.43	24.426	24.169	24.757	24.955	25.239	25.306	25.224
dcn	25.391	24.754	21.553	22.724	24.341	24.366	23.228	25.995	25.671	25.526	25.664	27.445	27.65	27.172	27.685	24.062	23.336	23.823	24.445	26.378	26.564	26.398	26.611	26.662	27.375	26.664	29.593	29.02	28.786	29.094
eif2b4	21.748	21.719	22.536	22.201	22.844	21.909	22.261	20.949	20.245	20.549	20.057	21.299	21.904	22.391	21.038	22.498	21.959	22.598	22.298	21.527	21.132	22.119	21.509	21.32	19.107	20.837	23.056	21.69	23.089	20.882
srgap2b	21.874	21.991	22.134	21.633	21.902	20.253	21.595	20.303	20.229	21.108	20.385	19.575	19.882	19.818	20.953	22.376	21.115	21.783	23.658	20.769	21.308	21.902	20.458	21.84	20.638	21.884	22.653	21.153	21.107	19.895
vta1	23.755	22.235	22.058	21.763	21.683	23.365	22.822	20.287	22.424	21.857	19.447	23.75	22.883	21.306	22.59	21.268	22.825	21.97	23.184	19.996	22.723	21.377	23.285	22.007	21.729	21.933	20.89	23.557	22.636	20.728
stip1	22.923	22.278	21.802	22.846	26.853	27.383	24.959	26.162	26.157	26.61	26.074	26.161	25.75	26.334	25.728	21.567	22.221	23.095	22.117	26.702	26.358	26.233	26.4	26.878	26.736	26.932	25.041	25.974	26.193	26.125
smx5	23.002	23.238	22.504	22.928	22.261	22.66	21.599	20.592	20.536	22.431	20.599	25.217	24.979	25.282	24.388	23.693	21.829	22.37	23.023	22.503	21.757	21.305	21.331	21.04	20.856	23.087	21.977	24.404	25.444	25.219
gna11b	22.164	22.73	22.799	22.063	23.867	21.531	21.15	24.276	23.619	23.962	23.945	24.869	24.639	24.6	24.801	22.194	23.892	22.266	22.611	24.465	23.887	20.974	24.105	24.029	21.062	21.279	25.026	24.819	24.948	25.417
bcas2	23.713	23.138	23.06	23.17	21.496	22.621	22.052	21.04	18.854	18.854	21.034	22.966	23.486	24.619	22.698	22.965	23.056	23.177	23.184	20.579	20.174	21.375	21.915	20.257	20.175	20.303	22.904	24.021	23.536	23.502
nrbp1	20.836	23.034	22.43	20.691	22.781	22.265	20.034	21.272	21.22	21.135	19.685	21.678	21.926	23.182	22.139	23.588	22.841	22.679	21.805	21.329	21.028	21.154	22.535	19.69	19.967	20.085	20.723	21.788	21.664	19.694
wdr26	22.203	23.072	23.26	22.865	21.963	21.652	21.688	21.549	20.987	20.99	21.831	24.232	24.364	24.457	21.844	21.998	23.14	23.258	23.264	21.23	22.741	20.729	21.638	21.702	20.195	20.182	23.573	24.359	23.842	23.802
acat2	25.245	24.984	25.221	24.787	23.755	24.504	24.26	25.373	25.446	25.739	25.695	26.307	26.142	26.212	25.684	25.65	24.832	24.865	24.888	24.918	24.526	24.418	24.552	22.007	21.34	21.361	25.167	25.704	25.262	25.941
eef1db	25.771	25.735	24.656	22.913	25.966	24.996	25.606	25.749	26.253	27.292	27.261	25.706	25.647	25.855	25.429	23.843	24.372	26.04	25.47	26.238	26.394	26.542	26.408	27.498	27.504	26.739	26.127	25.796	26.137	26.223
srsf5b	22.988	22.676	22.787	21.734	23.24	21.261	22.093	20.602	20.546	21.171	21.086	22.235	21.818	21.059	21.24	23.102	23.986	21.387	21.989	20.821	20.286	21.616	19.529	21.529	20.168	20.01	21.429	20.484	20.665	20.576
serpina1l	28.66	28.04	27.84	27.835	27.666	27.312	27.142	27.723	27.921	27.996	28.077	27.79	27.728	27.448	27.779	29.084	29.583	29.598	29.321	28.52	28.284	28.766	28.653	28.916	29.105	29.163	28.783	28.67	28.905	28.806
serpina1	21.847	21.584	23.673	22.105	22.076	22.191	21.243	20.93	24.254	23.395	23.645	23.411	20.324	23.824	19.495	22.008	22.276	22.625	23.102	24.727	24.455	24.758	24.587	24.58	21.653	23.314	25.194	25.247	24.92	25.486
snx9b	22.205	22.713	21.937	22.659	21.308	22.277	22.267	22.58	22.605	22.482	22.255	22.107	21.185	22.639	22.944	22.937	22.593	22.115	22.385	22.638	21.568	22.262	22.236	22.918	22.273	22.117	19.561	22.71	21.471	20.472
si:dkey-217m5.8	22.742	23.601	22.692	21.974	21.429	22.03	21.295	21.741	20.877	19.928	21.062	25.837	25.844	27.339	25.814	22.514	20.275	21.297	22.282	22.417	21.078	20.868	24.303	21.496	22.688	21.655	25.072	25.089	25.337	25.187
scrn2	23.039	22.193	22.087	22.583	21.172	20.829	22.618	21.773	20.917	20.92	20.844	23.397	19.458	23.723	22.492	23.891	21.933	22.089	22.107	19.881	20.698	21.26	19.94	21.418	20.074	21.599	20.49	22.98	22.068	20.915
exoc4	22.079	23.281	23.016	22.999	22.816	20.437	23.781	19.991	21.692	20.26	21.093	19.956	21.835	21.829	21.624	21.688	22.802	22.954	22.691	21.01	22.614	20.105	20.236	21.025	21.823	20.391	23.194	22.373	22.183	24.51
cand1	26.571	25.265	27.025	27.216	27.524	27.397	27.795	27.781	27.872	28.26	27.959	28.446	28.37	28.31	28.533	25.7	26.733	26.474	27.13	28.151	28.137	28.339	28.182	27.953	27.952	27.986	28.808	28.504	28.623	29.06
si:dkey-221h15.1	23.071	23.014	22.663	22.433	23.025	22.148	21.783	21.513	19.931	19.309	19.844	22.892	20.53	20.802	22.188	21.877	23.194	22.368	21.413	20.574	20.841	21.421	19.729	20.556	19.477	20.394	23.611	23.093	20.089	21.075
cdc42bpb	22.523	22.061	22.47	22.023	22.304	21.394	21.384	23.499	21.463	23.529	22.661	23.861	24.44	23.296	23.969	23.018	21.48	21.989	22.637	20.833	21.09	20.919	23.234	19.791	20.281	25.637	24.026	24.125	21.155	23.856
pfas	22.126	22.905	21.184	21.945	22.509	22.107	20.83	25.293	25.35	25.107	25.918	26.27	25.988	24.892	25.537	22.283	25.227	23.986	22.132	20.725	25.179	22.495	24.042	26.15	24.329	25.353	24.828	24.561	24.535	25.536
asap2b	22.051	23.33	24.446	21.685	21.814	20.87	20.932	21.857	21.809	19.55	20.387	24.359	21.609	23.08	23.709	22.177	23.125	22.968	21.324	21.384	20.987	20.676	21.791	19.203	20.257	20.682	22.281	20.487	23.028	23.768
prdx6	26.605	26.271	26.619	26.703	26.779	26.933	27.17	27.568	27.716	27.507	27.594	27.657	27.482	27.682	27.512	26.445	26.17	27.359	25.974	27.286	27.505	27.407	27.316	27.489	27.571	27.637	27.527	27.54	27.587	27.787
ezrb	27.931	27.245	27.123	27.649	27.535	28.736	27.556	27.302	27.996	27.412	27.994	27.622	27.429	27.284	27.467	26.718	25.655	24.379	25.264	27.451	26.95	27.154	26.77	26.333	27.017	26.686	25.945	26.247	26.339	25.708
anxa3b	21.799	22.256	22.842	25.811	26.595	25.29	24.946	26.251	26.442	26.192	26.574	26.49	26.09	26.423	26.001	24.682	26.149	24.078	22.962	26.59	27.047	26.59	27.174	27.044	26.997	27.219	26.425	26.445	25.869	26.568
cab39l	22.491	22.614	23.551	22.4	22.557	24.254	21.24	24.179	24.705	23.583	23.039	24.971	24.07	24.434	24.156	22.596	22.656	22.421	22.383	23.227	23.395	24.186	23.909	24.16	23.605	22.505	20.82	23.363	23.887	21.397
hmgn3	24.169	24.758	24.427	24.918	25.881	26.177	26.559	19.603	19.541	20.972	19.978	24.37	24.583	24.412	24.938	25.652	25.748	25.62	25.882	27.265	26.679	27.293	19.878	20.71	20.883	21.142	25.401	25.239	25.587	25.221
ppm1bb	22.782	22.326	24.294	22.7	22.136	24.098	23.785	23.579	23.525	23.993	23.904	24.075	24.327	23.795	23.921	23.454	21.964	22.729	22.008	21.903	23.573	23.202	22.921	23.24	22.957	23.224	23.592	23.361	21.617	23.466
opa1	22.154	23.267	22.961	23.724	21.281	20.943	21.106	22.572	21.979	23.095	18.798	22.536	22.581	22.817	20.551	21.768	23.86	23.955	23.954	22.48	22.904	23.786	21.627	23.096	23.503	23.277	22.677	23.404	23.745	23.756
rab11a	22.417	22.05	23.371	22.324	22.864	21.431	21.31	20.294	20.236	20.948	20.877	21.288	20.634	21.941	19.881	21.286	22.64	20.483	23.984	20.451	21.62	20.931	20.181	20.925	19.76	20.343	21.367	21.371	21.829	20.581
cetp	22.77	23.845	22.172	22.688	21.834	22.082	22.126	24.769	23.982	23.623	24.233	24.6	20.09	24.09	21.229	22.542	22.18	22.931	22.977	24.359	24.363	24.158	24.147	25.066	25.092	25.413	24.791	24.617	24.688	24.751
sgut1	23.643	22.149	21.681	23.59	21.781	21.557	22.078	22.18	22.479	23.135	22.804	24.223	23.369	24.296	23.334	22.024	22.794	23.31	24.075	21.837	22.119	20.825	24.312	23.634	22.988	23.299	24.322	24.04	24.256	24.569
pgrmc1	24.68	23.394	22.733	21.822	21.836	20.816	19.441	24.093	24.132	24.329	23.694	24.522	24.548	24.261	24.216	21.195	23.371	21.65	22.436	22.154	23.957	21.475	24.004	24.11	24.295	23.368	24.397	23.406	24.82	23.301
pvalb8	25.047	23.088	22.66	22.591	21.762	21.261	21.532	20.676	20.62	20.979	19.398	24.03	24.751	25.048	24.671	22.875	22.816	24.186	25.491	20.917	20.723	21.988	22.529	23.381	20.952	22.371	25.444	25.03	25.068	25.167
cpsf3	21.931	22.152	21.322	22.921	22.754	21.41	22.474	20.632	20.576	19.712	20.746	23.539	20.718	19.928	19.633	22.28	22.09	23.243	22.74	20.476	22.055	20.554	21.746	21.129	20.666	21.882	21.111	21.78	21.336	23.007
cpt2	23.236	22.12	22.684	22.91	23.052	22.244	21.045	22.449	22.51	22.601	22.546	23.121	23.446	23.546	23.741	23.255	21.699	21.862	21.882	22.55	21.172	21.841	22.739	22.636	22.389	22.797	22.854	23.593	23.325	23.246
gnb4b	22.676	22.337	23.116	22.561	23.246	20.728	21.705	22.382	19.63	24.203	21.703	24.314	24.06	24.086	23.676	21.896	24.34	24.649	24.709	22.361	22.361	21.922	22.011	24.122	23.066	23.844	23.348	23.804	25.053	23.178
nansb	22.996	21.791	23.435	22.365	20.905	23.538	21.873	24.453	24.694	25.004	24.144	24.394	20.883	24.26	24.217	23.922	22.787	22.79	20.518	24.45	24.47	23.897	24.278	23.939	24.51	24.258	23.732	23.62	20.526	23.941
gpd1l	22.08	22.975	23.804	21.685	22.326	22.786	22.515	20.779	21.499	21.503	20.6	22.447	22.375	19.505	22.418	21.707	23.213	23.329	23.334	20.425	20.692	21.502	20.083	19.678	21.506	20.971	22.089	21.999	21.239	22.185
sssca1	22.647	21.916	22.192	21.056	22.52	21.504	20.165	19.691	20.729	22.571	22.298	19.711	21.843	21.963	21.154	22.89	21.503	22.119	22.94	21.308	21.171	22.235	20.767	20.05	19.112	20.244	21.712	20.946	21.361	20.669
park7	22.942	22.704	23.006	22.495	21.648	22.03	21.536	18.718	21.724	21.728	21.402	23.853	24.21	24.694	21.283	23.637	21.636	21.802	21.823	20.918	22.101	22.032	24.03	25.037	22.901	20.284	24.584	24.772	25.076	24.914
si:ch1073-403i13.1	22.458	22.956	22.666	22.744	22.179	21.597	20.493	20.783	20.767	20.262	20.998	21.214	21.431	21.855	20.902	24.015	23.431	22.774	23.315	19.819	20.747	21.014	21.042	21.402	20.31	19.331	21.677	21.517	19.715	22.655
myd88	22.668	23.799	21.802	23.51	23.22	21.325	20.705	20.533	20.724	20.726	22.117	20.618	20.673	22.615	19.303	21.951	23.601	23.705	23.706	20.419	21.115	20.681	19.278	21.407	20.177	21.736	22.067	21.159	21.034	21.007
pawr	21.189	23.035	23.111	23.466	22.098	23.152	23.684	24.075	23.71	23.683	23.768	24.164	23.817	20.368	23.135	22.335	22.323	22.328	21.673	23.164	22.56	20.579	23.686	23.601	23.351	23.049	19.967	22.501	21.789	20.597
ifi30	22.824	22.204	21.671	23.282	23.44	22.334	23.161	24.186	24.221	23.376	23.823	23.488	24.011	24.092	22.881	22.647	22.322	22.923	23.249	23.417	21.547	22.439	21.718	23.401	23.084	23.453	22.145	22.555	21.566	21.965
eif1axa	23.523	20.887	23.266	22.061	21.987	21.793	22.403	22.869	23.211	22.967	22.277	22.065	22.119	21.865	21.689	20.369	23.168	22.712	22.8	22.826	23.047	22.645	23.062	22.866	22.858	22.549	21.493	21.294	21.281	22.433
hsd17b10	23.345	24.172	22.985	23.642	23.526	21.674	21.548	24.421	20.347	24.565	19.722	25.289	23.972	25.518	24.976	23.936	22.783	23.482	22.137	22.32	23.989	24.556	24.825	21.575	20.831	25.391	25.142	24.825	24.302	24.494
zgc:100918	22.163	23.021	25.117	21.562	24.725	24.859	25.6	25.771	25.973	25.621	25.644	26.589	25.977	26.188	26.393	22.852	25.172	22.944	22.785	25.725	25.495	25.775	26.302	25.493	25.553	26.267	26.055	26.085	25.823	25.924
ppp2r1b	25.511	25.86	24.671	28.237	25.931	27.417	21.573	24.018	25.3	25.295	24.537	27.893	26.902	27.275	27.801	23.175	21.349	25.404	25.719	22.85	26.246	22.461	25.266	26.542	25.95	24.662	26.866	26.766	26.433	27.057
rps4x	25.597	26.009	26.152	23.826	27.829	27.336	27.733	28.488	28.774	28.87	28.871	28.175	28.387	28.572	28.5	27.473	27.618	27.872	26.873	27.992	27.972	28.175	28.332	28.322	28.748	27.992	28.326	28.519	28.305	28.412
hint1	25.035	24.531	22.879	22.633	26.683	26.435	26.453	25.038	20.098	24.811	19.807	26.991	26.96	26.698	26.988	23.237	25.81	22.241	22.343	26.475	26.584	26.844	25.459	25.309	25.365	20.129	26.353	26.532	26.642	26.852
rps24	24.471	24.63	22.805	24.903	25.11	25.307	24.829	24.961	25.315	24.846	24.62	26.496	26.685	26.143	26.342	25.614	24.047	25.267	26.215	25.979	26.403	24.499	25.6	25.675	26.003	25.002	26.507	27.149	26.629	27.297
shbg	26.22	21.889	22.876	22.558	24.362	27.237	24.722	25.802	24.248	23.371	24.648	25.783	24.825	24.382	24.133	28.111	26.33	25.861	25.081	26.548	26.421	25.785	24.748	24.658	24.793	24.57	25.925	26.209	25.711	25.777
hat1	21.679	22.245	22.203	21.196	21.995	19.995	21.371	20.822	20.982	19.848	19.343	20.964	20.157	21.225	20.639	21.553	23.024	22.916	22.932	21.097	20.116	21.4	22.058	20.248	21.068	22.529	21.655	22.105	21.763	21.713
copb1	23.773	23.018	24.962	24.861	24.988	25.264	25.572	27.096	26.777	26.427	26.515	27.299	26.93	27.128	27.394	22.568	23.9	22.043	22.062	26.486	26.389	25.438	27.225	26.369	26.269	26.588	26.786	27.246	27.169	26.953
macrod1	22.717	22.777	22.053	23.023	22.348	21.67	22.006	23.373	23.34	23.281	22.631	21.742	20.825	22.918	21.804	23.169	22.957	21.673	23.485	20.359	22.859	22.656	22.326	23.008	22.699	22.31	22.331	21.894	21.233	20.497
coasy	22.644	22.119	22.318	23.348	22.261	22.523	21.207	20.404	21.111	20.76	21.078	20.975	22.182	21.872	19.746	22.709	22.746	23.54	22.953	21.028	21.344	19.931	21.471	21.878	20.515	22.086	20.891	22.604	21.138	22.583
ehd1b	24.397	23.103	21.788	22.082	24.317	26.973	25.154	25.736	24.79	24.795	25.103	25.131	24.533	24.741	24.458	22.028	22.701	22.467	24.943	25.197	24.352	24.925	25.047	25.244	25.432	25.167	23.493	24.367	24.062	24.933
ncoa5	21.325	22.559	22.824	22.564	22.511	22.439	22.029	20.156	21.496	19.259	20.991	23.194	23.663	23.901	24.499	22.692	21.84	22.465	22.258	20.463	20.635	21.192	20.311	19.567	19.603	20.143	22.952	20.909	22.717	23.122
pdxdc1	22.985	21.842	22.598	21.332	22.582	22.96	20.82	21.341	18.651	18.651	20.729	22.378	22.508	22.17	22.086	22.677	21.886	22.651	22.663	21.884	20.687	21.323	20.388	19.824	21.644	21.451	20.623	20.952	21.052	22.308
ppp3r1b	24.011	23.888	21.981	24.438	24.341	23.973	25.094	25.093	25.08	24.94	24.857	23.982	22.849	23.29	23.355	24.331	25.477	24.585	24.826	24.439	24.968	24.846	24.634	24.916	24.652	24.958	24.005	21.727	23.381	23.004
sps2	23.094	22.166	21.725	23.017	22.667	20.851	23.608	21.035	20.479	20.627	21.734	25.184	25.103	25.105	24.81	22.24	21.969	23.286	22.925	21.555	21.277	20.464	21.551	20.359	20.543	21.341	24.634	24.579	25.175	24.386
serpinf1	24.783	22.092	22.577	21.551	20.947	20.484	22.271	21.163	21.255	22.721	22.523	23.446	23.661	24.538	24.957	22.844	22.953	22.912	21.695	20.795	20.735	21.123	24.275	23.88	22.619	24.069	24.566	23.478	24.508	23.913
srrt	25.028	25.279	23.594	22.854	21.632	23.564	22.681	23.134	23.386	22.851	22.592	22.463	24.398	23.596	23.58	22.226	22.513	22.759	22.769	23.251	22.344	22.267	23.706	22.81	22.335	21.937	19.871	23.635	20.944	22.053
ass1	26.024	25.388	25.348	25.867	25.445	25.858	26.567	26.15	25.877	26.033	25.638	26.448	26.308	25.993	26.869	23.013	24.163	22.314	22.33	25.762	25.635	25.853	24.692	25.601	25.058	25.327	24.907	25.087	24.961	25.514
nucks1a	23.409	21.842	22.635	23.176	21.188	22.106	22.065	24.032	24.313	24.857	23.946	20.705	20.345	20.573	23.563	23.411	22.704	21.523	23.543	20.941	21.054	20.566	23.569	25.263	25.438	24.545	20.436	22.857	21.86	22.153
msna	26.611	27.04	26.592	27.408	26.605	27.2	26.422	27.876	27.665	27.281	27.504	28.208	27.689	27.895	27.807	26.791	26.854	27.123	25.421	27.713	27.546	27.081	27.541	28.062	28.01	28.26	28.512	28.129	28.108	27.963
cox17	22.183	22.528	22.218	22.889	22.682	22.097	21.34	21.546	23.051	23.338	24.64	20.948	21.877	24.683	21.434	22.865	22.783	23.146	22.481	23.423	21.194	22.455	20.239	21.311	23.593	22.815	23.154	23.52	23.613	23.617
aqp8a.1	22.65	22.816	21.499	22.781	22.961	21.528	20.671	23.908	20.507	23.504	23.263	23.352	20.067	23.435	21.825	22.153	22.127	23.08	22.48	21.158	21.403	20.894	21.661	23.083	22.956	19.96	21.565	20.038	20.572	21.699
f11r.1	23.089	22.455	22.715	22.706	24.641	24.461	25.327	25.493	25.197	25.329	25.436	24.987	25.044	25.053	24.893	22.837	22.885	22.876	23.291	24.08	24.457	24.164	24.801	24.453	24.354	24.663	23.751	24.226	24.473	24.058
fabp11a	25.195	22.805	24.329	24.34	24.53	23.963	24.945	25.547	25.457	25.527	25.578	24.676	24.359	24.164	24.518	25.289	25.451	23.459	25.007	24.827	24.993	24.585	25.13	25.263	25.617	25.667	24.532	20.701	24.632	24.082
hmgb2b	26.825	26.434	26.237	25.61	26.431	26.824	26.474	26.997	27.097	27.191	26.981	27.598	27.255	27.669	27.567	24.66	26.452	28.822	22.921	26.409	26.183	26.329	26.56	26.851	26.757	26.902	27.595	27.592	27.532	27.348
dhrs13a.2	21.669	23.671	22.026	22.778	21.706	21.908	21.066	20.535	22.545	23.108	22.871	24.556	22.813	21.647	23.298	21.576	23.131	22.833	21.547	21.196	21.44	21.038	20.609	20.336	18.691	20.737	21.804	20.225	22.437	21.277
pon1	23.242	21.973	22.594	22.094	22.166	21.455	21.796	21.55	21.064	22.202	22.231	22.735	21.292	22.792	22.78	23.47	22.236	21.999	23.152	20.159	23.715	23.757	23.279	22.81	23.569	22.618	22.152	22.728	23.337	23.278
slc25a24	21.799	27.235	25.933	25.915	26.625	26.87	26.833	27.144	27.776	29.398	27.147	28.049	27.449	27.301	28.081	26.508	22.624	23.089	27.502	26.927	26.96	19.991	26.696	26.999	27.263	27.52	26.56	27.485	27.298	27.049
vac14	22.583	22.619	21.456	22.308	22.512	22.297	21.918	21.537	21.311	22.542	21.807	21.342	21.393	20.715	21.29	22.534	22.165	22.618	23.097	20.859	20.895	22.626	21.046	18.998	21.356	19.703	20.908	20.97	22.218	20.486
gspt1	22.965	22.711	22.683	21.94	21.359	21.806	20.123	21.307	19.921	20.883	18.856	21.855	21.192	20.677	21.715	22.382	22.487	22.124	23.088	20.983	20.442	21.252	20.612	20.952	21.023	18.679	21.385	22.159	20.576	20.588
ak1	29.093	28.258	28.49	29.093	28.077	28.769	27.991	29.041	28.369	28.357	28.842	28.664	28.511	28.727	28.479	27.536	26.78	29.06	26.818	27.919	28.38	28.472	28.104	28.673	28.359	28.199	28.353	28.102	28.013	27.872
tnpo2	22.86	23.028	23.105	22.21	23.92	21.843	23.267	20.563	21.296	25.615	20.171	26.023	23.438	24.777	26.031	22.38	22.565	23.077	22.886	21.627	21.235	25.652	24.407	19.846	25.139	24.358	25.029	23.678	25.475	24.991
eif3ha	23.566	23.594	22.95	23.13	21.581	21.308	21.205	24.314	24.34	23.893	23.751	19.385	19.447	23.127	21.224	22.514	22.966	22.598	22.63	20.414	20.761	20.528	23.245	20.811	24.465	21.44	21.524	20.86	21.036	22.561
hrsp12	22.787	22.683	22.212	24.01	23.963	21.366	23.913	24.168	24.017	24.334	24.241	24.51	24.664	24.606	24.255	23.212	22.673	22.836	22.843	23.816	24.358	24.208	24.024	24.167	23.965	23.92	24.829	24.467	22.654	24.686
acat1	21.457	22.894	22.414	23.341	25.111	25.407	25.226	26.047	26.032	26.199	25.676	25.19	25.595	25.139	25.217	21.98	22.479	22.071	22.61	24.628	25.029	24.859	24.854	25.647	25.994	25.25	25.623	25.235	25.677	25.575
ndufv1	22.857	22.495	21.532	21.67	21.346	20.427	22.555	19.981	21.239	19.588	20.998	23.7	24.36	20.134	20.195	22.833	22.236	22.912	22.018	21.466	21.854	22.12	20.891	20.738	20.772	20.899	23.581	20.366	23.93	23.273
ciapin1	22.93	21.502	23.221	22.353	22.719	22.223	22.858	22.512	22.485	22.564	22.17	21.348	21.399	22.801	22.627	21.906	22.458	21.999	22.089	20.63	22.434	21.015	22.742	22.192	22.199	22.694	20.921	22.15	22.341	22.043
psmc5	24.946	21.237	22.905	22.725	25.123	25.428	25.281	25.537	25.329	24.788	25.783	26.676	26.477	26.366	25.804	24.016	22.876	25.175	25.443	24.174	24.449	25.407	26.188	24.853	24.385	24.129	25.074	26.115	25.898	25.803
adprh	22.194	22.858	22.933	21.867	22.203	21.017	21.414	21.348	20.283	19.674	20.287	21.481	24.702	20.924	21.072	21.424	21.361	22.276	22.142	21.367	21.699	21.29	21.339	19.208	23.713	24.125	23.685	23.762	23.794	24.021
calhm2	22.046	23.552	22.728	21.606	22.059	20.418	22.155	20.341	20.058	19.204	20.765	21.216	20.414	21.881	21.733	23.07	22.003	23.011	23.085	21.225	21.604	20.265	20.563	20.388	20.452	20.066	22.359	19.445	21.448	19.842
cfd	22.307	23.375	21.513	22.474	22.476	22.709	21.141	23.181	23.414	20.964	20.686	22.652	21.143	21.47	20.405	23.003	21.949	23.25	22.846	21.674	21.468	21.08	24.059	23.646	24.361	23.766	22.927	20.649	22.999	20.058
txndc17	22.402	22.964	24.307	22.446	24.332	25.35	24.744	25.66	25.909	25.759	26.233	24.603	24.597	23.951	25.253	21.726	21.914	21.821	22.018	25.566	25.319	25.349	25.747	25.655	25.991	25.943	21.416	20.953	24.811	23.456
zgc:92380	24.918	22.203	25.436	22.533	20.802	22.903	22.081	25.404	25.589	26.016	25.961	25.346	25.05	25.2	24.519	23.379	25.842	22.383	23.757	26.06	26.464	26.964	27.011	26.254	27.109	26.511	26.326	26.293	25.574	26.142
naa50	23.198	22.44	23.428	22.825	21.503	21.255	22.188	22.061	22.754	20.479	20.537	21.283	21.335	22.543	21.767	21.77	21.84	21.864	21.842	20.491	20.722	20.522	22.973	23.3	23.955	23.076	21.642	22.275	22.085	20.617
carm1	23.402	23.229	22.458	26.241	22.409	22.439	22.778	20.997	20.477	21.293	20.931	24.114	21.868	21.432	23.084	25.512	21.657	22.231	21.885	20.45	21.411	21.969	20.402	20.136	19.589	19.849	23.7	23.898	20.513	22.874
phpt1	21.785	21.723	22.98	22.108	23.045	21.827	21.918	23.406	23.258	23.139	23.145	22.821	21.348	22.155	21.503	22.797	22.981	22.626	22.922	21.622	21.899	21.715	23.181	20.901	20.994	20.669	20.627	22.117	21.852	21.415
zgc:100864	26.633	26.892	28.051	25.703	26.399	26.714	25.783	27.396	26.703	26.386	26.258	26.727	26.993	27.392	27.274	25.561	23.639	26.413	25.208	25.258	25.745	25.545	25.926	25.599	26.221	25.622	25.941	25.729	25.576	25.831
tuba8l3	26.583	25.412	26.565	24.407	24.333	21.876	20.309	21.004	20.188	20.875	21.113	26.269	27.44	27.863	27.664	25.159	25.283	25.238	25.753	21.178	21.281	21.635	20.915	22.256	21.613	17.822	27.601	27.733	27.127	27.123
nutf2l	22.806	22.752	23.701	21.376	22.072	21.352	22.037	20.116	20.493	21.629	21.092	25.814	25.938	25.382	26.298	22.753	21.528	22.701	22.293	21.204	21.849	21.556	22.531	21.135	20.399	20.386	25.93	25.592	25.752	25.909
ralba	21.975	22.68	23.247	22.615	20.976	21.964	21.276	20.618	23.238	20.607	22.138	19.823	20.296	20.202	20.511	21.907	23.208	22.806	23.019	20.673	21.447	21.458	22.056	20.062	21.886	21.542	22.357	21.199	21.029	21.609
polr2eb	21.722	21.372	24.07	22.497	22.63	21.58	21.996	20.549	23.207	24.657	23.743	23.324	23.131	22.689	23.164	22.034	22.276	22.383	23.605	20.999	23.957	23.809	22.511	23.936	21.103	23.621	21.611	21.457	21.592	21.792
camk2d1	22.446	24.257	25.683	22.023	22.122	25.097	21.189	25.339	22.711	25.634	25.546	24.936	25.297	25.705	25.153	22.142	21.701	22.679	22.247	24.535	25.48	23.934	25.212	24.98	25.344	24.213	25.887	22.016	22.075	24.339
hsd17b14	22.562	23.126	22.105	21.912	22.32	23.546	20.746	22.991	20.08	23.259	23.141	21.877	22.601	20.867	19.957	23	21.968	23.003	23.256	20.715	20.936	21.319	23.075	23.494	23.254	22.887	21.05	22.41	22.617	20.821
pltp	22.619	23.438	21.49	22.492	22.101	22.099	21.313	23.277	20.547	18.709	20.759	22.151	22.55	20.388	20.764	22.756	22.023	21.535	22.398	22.036	25.101	21.761	20.466	20.589	19.656	21.048	24.774	24.793	24.341	24.62
crk	22.948	24.198	23.368	22.582	20.62	21.516	21.971	22.14	23.435	21.741	21.39	24.733	24.353	24.96	25.145	22.833	22.821	22.157	25.052	20.767	21.25	20.79	24.088	21.647	21.933	22.923	24.354	23.886	24.326	25.349
timm8a	22.536	23.432	22.55	22.127	23.471	22.916	23.069	23.233	23.459	23.28	22.921	21.819	22.074	19.495	21.976	22.596	22.079	22.741	22.691	22.706	23.25	22.946	22.53	23.078	22.637	22.847	21.931	22.147	22.38	19.874
