Gene Name	Distal101	Distal102	Distal103	Distal104	Distal2D001	Distal2D002	Distal2D003	Distal2fusion01	Distal2fusion02	Distal2fusion03	Distal2fusion04	Distal301	Distal302	Distal303	Distal304	Proximal101	Proximal102	Proximal103	Proximal104	Proximal2D001	Proximal2D002	Proximal2D003	Proximal2fusion01	Proximal2fusion02	Proximal2fusion03	Proximal2fusion04	Proximal301	Proximal302	Proximal303	Proximal304
itgb2	22.002	22.593	21.269	23.008	22.488	20.983	21.651	20.774	20.214	21.797	20.882	20.429	21.568	20.982	20.313	22.923	22.269	21.894	22.456	21.375	20.826	21.702	22.431	22.411	20.768	22.051	22.505	20.613	20.409	19.833
cspg4	22.346	22.191	21.418	23.595	21.082	22.431	21.625	24.916	25.435	25.181	24.991	26.92	26.242	26.502	25.696	22.838	21.492	21.95	22.813	22.481	25.139	25.55	25.677	25.445	26.328	25.633	26.198	26.485	26.321	26.447
	29.421	29.396	28.511	29.053	29.177	29.395	29.537	29.749	29.781	29.694	29.601	29.667	29.7	29.686	29.702	28.373	28.292	28.22	28.207	29.24	29.191	29.411	29.335	29.407	29.513	29.301	29.398	29.457	29.148	29.322
cnbpb	22.384	22.234	23.3	22.592	24.507	25.965	25.686	26.805	26.585	26.965	26.842	24.429	24.307	24.15	24.227	22.469	22.046	22.327	24.03	25.082	25.336	25.581	26.298	26.801	26.57	26.761	23.831	24.595	23.736	23.804
npm1a	24.955	24.814	21.044	25.581	21.829	24.359	20.789	25.982	26.112	26.106	25.804	25.373	25.605	26.152	25.623	24.94	22.797	23.374	25.633	25.439	25.367	25.557	26.159	26.039	26.286	26.321	26.117	26.095	26.217	26.364
c5	22.523	25.199	25.645	25.43	25.088	25.189	21.82	25.934	26.146	25.48	26.407	24.162	24.418	25.272	24.504	26.211	26.44	22.262	24.845	25.991	25.974	26.191	26.871	27.267	26.91	27.355	25.875	25.728	25.383	25.757
LOC101883947	23.656	22.27	22.571	23.327	22.59	20.308	21.458	21.34	21.164	20.216	21.957	20.065	20.574	20.367	21.736	21.037	22.681	21.928	21.447	20.253	21.611	22.891	20.963	20.245	19.888	19.784	21.104	21.446	21.706	19.47
	22.475	22.043	22.16	22.668	21.742	20.199	22.507	22.767	20.479	21.167	22.476	20.887	22.804	22.584	23.231	21.651	21.939	24.258	23.191	21.728	22.675	22.557	21.014	22.376	22.306	19.91	22.087	22.338	22.948	20.93
col6a2	22.149	24.767	23.341	23.189	21.601	22.295	22.914	25.776	26.226	26.08	25.318	31.616	31.621	31.339	31.199	22.328	22.708	22.059	21.829	26.069	25.352	25.63	26.621	26.042	26.525	26.811	31.11	31.476	31.25	31.122
LOC100333777	23.006	22.384	22.204	22.731	22.708	20.8	21.704	21.943	20.024	20.481	21.997	21.167	20.878	19.774	20.568	21.565	23.485	22.967	22.796	20.216	20.497	20.659	21.363	19.562	20.302	20.825	24.351	24.441	24.347	24.156
ccdc136b	23.363	22.422	22.241	21.142	22.013	20.597	21.186	21.353	19.726	20.025	21.041	20.266	21.472	21.845	20.71	22.109	22.669	21.369	21.176	21.38	21.616	21.466	23.5	23.323	23.231	23.2	21.492	20.852	23.063	20.889
apnl	29.077	29.208	29.585	29.137	28.242	28.921	28.707	29.274	29.504	29.358	29.637	27.919	28.368	28.114	28.091	29.822	29.472	30.014	29.658	28.959	28.993	28.996	29.026	28.873	29.504	28.684	28.391	28.394	28.311	28.191
aass	22.624	22.56	22.009	21.294	21.118	21.804	19.976	22.726	21.798	19.727	22.726	25.287	24.94	24.198	24.067	22.847	21.732	22.086	22.335	20.699	20.962	22.558	23.283	20.785	23.999	22.23	24.4	24.723	24.445	25.013
ddx6	21.338	23.683	22.357	20.913	21.118	25.656	24.818	24.129	23.774	24.93	23.328	24.402	24.654	24.391	24.722	22.732	21.789	21.487	22.585	24.158	24.595	23.243	23.89	23.988	23.429	24.434	24.16	25.051	21.513	23.92
zgc:172246	21.921	22.512	22.396	22.467	22.671	25.415	24.811	26.287	26.612	26.747	27.021	23.171	23.735	24.308	23.834	22.004	22.178	22.846	22.617	25.456	25.587	25.874	27.045	27.112	27.347	26.391	25.031	25.514	25.208	25.692
sh3d21	25.426	26.507	26.084	26.602	26.01	26.106	24.454	25.9	25.355	26.02	25.593	26.373	26.003	26.66	26.361	26.245	26.718	26.073	23.29	24.366	25.152	24.947	25.597	25.54	25.525	25.332	25.342	24.948	25.825	26.016
si:ch211-136m16.8	22.488	23.039	22.537	22.049	21.921	20.732	20.944	20.789	20.202	20.203	19.726	20.562	21.08	20.483	20.41	22.76	23.26	22.382	22.457	20.442	20.715	20.322	20.365	18.953	19.799	20.172	22.65	21.27	19.859	20.564
	21.861	23.393	23.686	22.094	22.805	21.623	21.506	22.799	20.265	20.266	21.533	19.667	21.009	21.876	20.525	23.522	22.112	22.78	22.949	19.5	19.809	21.471	21.151	18.55	20.724	20.631	20.936	21.566	21.007	20.736
sntb2	21.451	22.66	22.488	22.132	22.539	22.349	20.617	22.59	22.346	23.29	21.517	22.88	23.295	20.732	22.972	22.721	21.767	22.442	23.867	21.367	21.604	20.799	23.633	23.333	22.925	23.305	24.521	23.728	23.278	25.044
muc5.1	25.069	21.385	23.026	21.895	21.69	21.286	22.15	23.47	20.971	20.973	21.011	21.759	21.252	23.359	20.594	21.8	24.172	22.803	23.071	21.024	21.274	20.546	23.953	24.038	23.818	24.482	22.793	24.894	19.494	24.064
galk2	20.861	21.963	23.388	22.25	22.554	20.94	22.684	20.693	20.391	20.393	20.157	20.383	20.056	20.871	22.176	21.857	21.902	21.421	22.067	20.714	20.976	19.616	22.232	20.171	20.064	21.149	21.828	21.741	20.959	22.746
bckdhb	24.094	22.525	22.639	22.289	21.497	20.954	21.164	20.498	19.433	19.434	21.8	22.049	22.986	20.578	23.388	22.239	22.84	23.185	21.926	20.516	20.785	21.458	18.866	20.126	20.528	20.531	23.447	21.178	20.918	21.289
	21.203	21.903	21.335	22.433	21.861	22.64	21.394	20.432	22.788	24.003	20.476	21.789	22.295	20.69	21.452	23.302	21.19	22.786	23.752	21.089	21.337	21.12	22.147	22.382	22.454	21.958	22.504	20.615	20.592	21.939
	22.322	21.497	21.926	23.603	22.533	21.423	22.275	20.272	22.066	22.07	20.514	20.635	21.501	20.758	21.462	22.173	21.93	21.148	23.018	21.301	21.54	20.814	21.841	19.765	21.051	19.913	21.722	20.629	22.779	22.209
g6pd	24.31	25.183	25.948	23.338	24.69	26.327	26.74	27.015	26.868	27.658	26.848	27.645	28.045	28.28	27.826	26.983	25.509	26.244	26.166	26.91	26.161	26.425	28.174	26.574	26.987	26.55	27.919	27.578	27.708	28.108
LOC101883527	22.27	20.912	22.501	22.383	21.762	23.476	20.04	21.216	20.591	20.593	20.041	20.775	19.887	22.306	20.45	21.835	21.311	22.319	23.394	20.683	20.946	20.618	20.865	22.187	20.426	19.928	21.335	21.226	21.319	21.842
dis3	21.99	24.118	21.865	22.932	21.963	22.127	21.055	20.536	20.763	20.765	20.293	22.89	21.477	22.072	22.727	24.198	22.714	22.572	23.344	21.662	21.887	21.184	19.897	20.57	19.802	20.583	22.524	21.254	22.242	21.544
si:ch211-113a14.24	29.177	29.174	29.147	29.08	29.222	29.439	29.363	29.948	30.165	29.86	29.913	29.653	29.593	29.615	29.883	27.877	27.787	28.036	27.41	28.983	28.929	28.831	28.973	29.009	29.123	28.894	28.743	28.769	28.794	28.649
cnp	22.503	21.25	21.45	23.3	22.174	22.79	22.073	24.859	24.561	24.69	24.663	20.479	21.016	21.607	22.836	21.967	22.235	22.604	22.568	24.873	24.245	25.204	24.812	25.564	25.497	25.094	19.751	21.367	21.873	21.786
myo18ab	24.307	22.36	20.852	22.537	21.929	21.977	22.835	21.854	22.364	21.856	21.615	22.766	21.233	20.617	21.853	22.889	22.647	23.285	22.894	21.119	21.365	21.393	22.23	21.592	23.489	20.614	23.133	20.479	21.822	21.531
farp2	23.002	22.309	24.13	21.209	20.829	22.616	21.37	20.083	21.852	20.142	20.888	20.592	20.937	22.951	20.759	21.268	22.297	22.443	23.557	18.604	18.947	20.783	21.263	21.184	19.816	20.738	21.591	20.641	21.574	20.751
col5a2b	22.907	22.031	21.198	21.811	21.05	22.363	24.309	26.233	26.749	25.928	25.974	26.074	26.155	26.395	26.22	21.995	22.67	22.94	22.872	22.491	25.949	21.749	25.455	27.892	28.008	28.1	27.243	27.23	27.18	27.259
fetub	25.753	27.88	27.922	27.664	27.08	27.216	26.579	27.206	27.23	27.172	27.416	26.733	27.057	27.084	26.984	27.738	27.639	28.708	28.039	27.926	28.15	28.115	28.165	27.969	27.894	27.921	28.062	28.072	28.024	28.25
LOC100334992	22.759	22.539	22.333	22.397	20.838	21.067	23.063	19.787	20.14	21.896	19.926	20.66	23.714	22.932	21.364	21.387	21.244	23.868	21.473	21.674	21.36	21.213	22.12	20.853	20.479	19.763	21.112	22.707	21.817	21.117
im:7155308	22.64	24.329	22.281	21.749	22.554	21.064	20.86	20.26	22.81	22.971	21.068	22.224	21.321	20.92	20.965	22.765	23.064	23.063	24.108	22.467	22.684	18.731	21.492	23.001	20.511	19.941	21.116	21.426	21.561	24.667
LOC557745	22.348	23.034	21.996	25.239	23.151	21.486	22.323	24.894	24.902	24.631	24.803	25.018	25.096	25.279	25.219	25.642	22.652	22.048	24.585	21.091	24.012	21.212	23.993	24.558	23.805	24.273	24.751	23.98	24.222	24.453
golga4	23.39	22.94	22.516	21.326	22.131	21.072	20.178	20.322	21.892	20.926	19.707	21.518	20.246	21.511	21.14	22.295	20.962	21.906	23.126	20.739	21.899	22.567	20.597	21.122	20.636	20.803	22.024	21.431	20.779	20.672
si:dkey-225n22.4	25.367	22.794	24.346	20.717	22.879	21.192	20.069	21.024	23.883	22.637	20.305	25.589	25.92	26.33	25.49	22.699	22.171	23.751	22.394	19.992	22.661	21.761	23.152	22.287	23.858	23.763	27.517	27.628	27.636	27.566
lgals3l	27.535	27.514	27.16	26.872	28.134	28.353	28.551	28.593	28.554	28.385	28.368	27.972	28.044	27.913	27.969	26.904	27.224	27.336	27.055	28.388	28.467	28.731	28.25	28.549	28.445	28.444	27.684	27.555	27.39	27.47
apoa1b	31.921	32.067	31.753	31.552	31.722	31.784	31.835	32.187	32.154	32.257	31.88	31.582	31.583	31.561	31.538	33.204	33.012	33.065	32.943	32.865	32.873	32.874	33.119	33.096	33.323	33.138	32.776	32.784	32.775	32.738
LOC100330206	22.438	22.676	23.022	24.056	22.208	21.853	22.151	20.448	20.924	19.592	22.417	20.518	20.206	21.121	19.923	22.356	22.432	23.01	23.258	21.799	21.338	22.544	21.649	20.839	19.65	20.809	21.463	21.758	21.147	21.492
atox1	22.75	22.386	22.926	21.069	22.272	21.624	20.675	24.494	22.632	23.783	22.915	24.207	19.985	24.847	23.073	22.722	22.465	23.39	22.31	23.99	23.77	25.289	23.315	23.713	23.419	23.905	24.499	24.535	24.133	24.557
vwa1	22.563	23.42	22.776	22.225	20.655	21.313	20.471	21.17	21.933	21.425	23.58	25.456	24.771	24.877	25.273	21.321	23.168	23.339	22.867	20.706	21	21.185	21.012	23.854	19.83	23.694	24.77	25.138	25.101	24.359
	21.664	22.475	22.655	22.172	25.656	24.756	24.952	22.957	25.599	24.385	25.611	25.006	24.414	24.918	25.079	23.11	25.612	22.555	22.27	24.761	25.17	25.103	25.126	24.023	24.459	24.904	24.223	23.919	22.958	24.158
ace	22.527	24.477	22.36	21.882	20.81	22.222	21.69	19.496	19.591	21.409	20.31	24.385	24.754	24.854	24.134	22.704	22.298	22.885	21.206	20.761	20.281	20.839	22.251	19.972	20.702	21.168	24.008	24.096	20.7	23.534
	28.8	29.203	29.302	29.256	28.458	28.339	27.824	28.365	28.73	28.508	28.627	28.856	28.617	28.788	28.555	26.088	28.27	28.1	28.069	27.779	28.07	27.619	27.567	28.1	28.151	28.033	28.404	27.971	28	28.021
LOC557507	22.481	22.784	23.416	22.412	20.422	21.402	20.607	21.351	21.6	22.016	20.294	22.876	20.795	22.936	21.504	21.044	22.812	23.554	23.047	20.341	22.019	20.101	21.72	20.379	21.292	20.14	22.245	20.822	21.523	20.907
LOC100332897	23.019	22.6	22.45	24.275	22.004	21.511	21.507	22.112	21.422	20.897	21.186	20.824	21.764	21.292	22.201	22.231	23.769	22.862	23.559	19.582	20.968	21.885	20.418	19.884	20.707	20.949	21.207	21.559	20.935	21.318
atp8b1	22.713	21.708	22.767	22.927	21.578	21.969	22.241	20.646	21.406	20.029	19.918	21.421	23.204	22.37	22.419	22.488	22.939	21.448	23.979	19.777	21.022	20.806	21.372	20.796	21.07	18.596	20.614	19.416	21.348	21.782
zgc:92481	29.087	28.815	28.766	29.211	28.618	28.321	28.532	29.093	29.021	28.763	29.186	29.222	29.58	29.076	29.248	28.579	29.035	28.704	28.798	29.052	28.823	28.652	29.273	28.7	29.209	29.223	28.888	29.064	28.865	29.07
si:dkeyp-86f7.3	22.91	24.915	24.844	22.829	25.509	21.186	20.918	23.35	20.816	20.742	21.069	19.414	17.152	20.171	17.971	24.778	21.891	24.112	21.77	20.978	24.85	25.621	20.133	20.543	20.535	20.791	13.626	15.171	13.39	13.274
fam114a2	23.035	22.564	22.578	22.677	21.624	22.199	21.166	20.818	20.894	21.696	19.809	23.497	23.208	24.142	23.568	22.52	21.744	23.119	22.521	21.859	20.617	20.861	21.259	20.145	20.031	21.66	23.735	23.119	21.813	21.228
LOC100333838	22.711	22.518	21.666	22.554	21.662	20.736	20.817	21.9	20.028	20.353	21.055	22.699	20.356	20.101	21.393	23.211	23.649	22.379	22.151	20.725	19.887	20.446	20.844	20.602	20.849	20.655	22.966	22.206	22.338	22.605
grik1a	21.673	23.052	22.541	22.252	21.422	21.513	20.831	20.199	21.693	20.392	21.834	21.027	20.787	22.33	19.751	22.357	22.884	23.252	21.194	20.047	20.075	19.696	19.15	21.118	18.471	21.825	23.727	24.62	25.038	23.213
tppp3	26.482	26.48	24.113	25.945	23.798	24.002	24.224	25.863	25.88	25.774	25.337	24.044	24.81	24.761	24.608	25.375	25.245	22.294	25.065	26.1	25.246	25.468	26.43	26.182	26.579	26.342	25.017	25.044	24.532	24.293
LOC101882295	22.887	22.943	22.494	23.328	21.783	22.305	22.534	21.94	20.351	19.912	20.532	21.2	22.263	21.54	21.369	22.861	23.276	22.857	22.335	20.994	22.077	19.889	21.118	20.502	21.567	19.658	21.439	21.291	21.258	20.674
	22.605	23.067	23.04	22.345	21.823	21.423	21.304	20.977	20.39	20.168	21.82	23.877	23.31	24.061	23.914	23.802	23.224	24.273	22.5	20.823	20.986	21.944	20.606	19.887	20.551	21.065	22.084	20.383	20.702	20.687
col12a1b	30.126	30.161	30.114	30.436	29.953	29.771	30.474	30.464	30.428	30.393	30.427	32.176	32.191	32.338	32.217	30.935	30.672	30.952	31.035	30.765	30.808	30.875	31.055	31.058	31.134	31.038	31.678	31.838	31.896	31.769
tmtc3	22.621	22.747	22.929	22.667	21.969	22.428	23.379	22.675	19.911	20.771	21.116	21.13	21.775	20.534	21.029	22.986	22.414	22.254	21.57	19.54	20.334	20.824	20.611	19.902	19.544	21.947	21.54	22.314	21.1	21.275
gsr	21.432	21.717	23.056	22.475	23.16	21.705	22.016	22.563	20.166	19.795	22.111	22.506	22.932	23.037	20.899	21.956	22.754	21.178	22.309	21.607	21.245	20.155	21.581	20.555	21.854	22.225	22.802	21.664	23.317	21.991
	22.449	22.921	22.728	21.546	21.918	20.773	22.799	23.481	20.769	20.954	21.716	19.998	20.976	19.933	20.82	21.812	23.446	23.039	21.512	22.071	21.081	21.09	24.381	24.789	24.699	25.194	22.914	23.215	21.597	21.303
inpp5b	22.828	22.657	21.675	22.437	22.477	20.773	21.864	19.653	19.793	19.573	18.952	22.248	20.05	21.516	21.21	23.684	22.731	23.556	23.019	20.708	19.847	20.922	20.982	20.585	20.966	21.3	20.597	20.723	20.715	21.414
macf1b	22.152	21.477	22.906	22.39	22.852	22.39	22.51	22.696	23.379	23.43	23.058	23.672	23.639	23.609	23.722	22.932	21.271	23.981	22.129	21.215	21.835	19.655	20.708	23.111	21.858	20.379	21.661	22.791	24.083	20.54
esyt1a	22.484	22.487	22.636	22.946	22.075	21.609	22.255	20.255	22.139	20.18	21.333	21.45	20.75	21.056	20.116	23.317	24.021	21.748	22.432	20.014	22.281	21.695	21.122	21.356	23.099	21.462	21.136	22.467	21.305	20.699
eml3	23.479	22.862	21.43	22.833	20.724	22.529	20.945	21.473	20.951	22.323	20.826	21.402	22.477	22.411	22.038	23.266	22.996	22.507	22.91	20.964	20.97	22.153	20.073	20.709	21.204	20.806	20.781	21.879	21.333	21.472
abhd17ab	22.549	22.191	22.462	22.961	21.337	22.251	20.942	21.457	19.572	20.184	21.706	22.907	21.217	20.979	24.279	22.47	22.232	22.133	23.485	20.929	21.457	20.808	20.956	19.738	20.273	22.083	22.606	21.04	21.444	21.477
si:dkey-27b3.2	22.471	22.521	22.846	22.628	21.932	21.368	21.368	20.948	20.178	20.168	22.063	22.982	21.622	22.147	21.753	22.805	23.134	21.166	22.035	21.339	20.303	21.308	21.646	19.915	21.367	20.194	21.173	22.208	20.568	20.731
cars	23.562	23.508	22.16	21.555	21.273	22.268	20.95	20.087	22.319	21.074	19.933	19.827	21.538	21.36	20.075	23.484	22.144	22.319	22.705	21.601	21.216	20.123	21.193	20.773	20.705	21.177	20.853	22.026	20.727	21.799
h6pd	22.735	22.586	22.498	22.809	20.843	21.168	21.072	21.742	20.183	19.787	21.09	21.426	21.839	20.29	19.85	22.782	22.726	22.486	23.307	21.147	21.183	21.06	20.632	20.779	21.995	21.06	21.755	21.429	21.502	20.878
LOC100537014	21.131	22.508	23.507	22.534	20.223	21.546	21.739	22.998	23.064	22.789	22.907	20.962	20.17	20.25	20.675	21.348	22.103	21.546	22.299	21.449	21.577	21.026	22.336	22.696	22.556	22.792	20.114	22.591	21.507	21.603
zc3h4	23.088	23.591	22.564	21.306	23.62	22.245	21.508	20.408	20.167	19.676	20.604	21.652	22.093	22.373	21.76	24.049	20.993	22.293	22.547	21.489	21.829	21.431	20.252	21.136	20.086	20.634	20.859	21.229	21.83	19.494
nop58	23.607	23.737	22.484	22.357	24.057	24.473	21.194	25.965	25.773	25.931	25.551	25.612	25.868	25.758	25.3	23.042	22.914	21.488	21.522	25.871	25.431	25.021	25.743	26.084	26.183	26.093	25.363	25.846	25.083	25.748
ntm	21.486	22.77	23.591	22.748	20.581	21.443	22.112	20.447	21.071	20.94	20.053	20.884	20.163	20.03	21.661	22.292	23.448	23.01	21.241	20.24	21.392	21.689	20.671	20.113	21.079	19.221	24.449	24.418	24.952	24.559
si:ch73-244f7.4	22.725	21.179	22.752	26.123	24.895	24.722	23.722	24.739	24.359	25.186	24.259	25.343	24.513	25.344	25.443	23.177	23.886	22.111	21.81	24.198	24.465	24.201	24.657	23.788	24.025	24.44	24.945	23.771	24.708	24.795
tgm1l1	21.258	23.12	21.125	22.049	21.757	21.653	21.284	24.758	24.103	24.614	24.778	23.828	25.422	24.995	23.983	22.205	21.581	22.418	22.005	20.511	21.683	21.241	24.31	23.55	23.786	23.967	24.028	23.353	20.907	24.2
tmem67	22.657	23.635	23.11	22.393	24.062	24.033	24.033	26.008	25.351	25.936	26.027	21.269	20.78	20.837	20.228	22.893	22.432	22.9	22.983	23.95	23.916	24.339	25.766	25.181	25.143	25.044	19.858	20.871	22.345	22.24
ca6	22.424	23.279	23.636	23.421	24.311	24.011	24.444	24.533	25.065	24.484	24.991	25.786	24.318	25.169	24.314	22.777	22.365	23.482	22.835	23.452	24.025	23.356	24.26	23.82	23.757	23.98	24.06	24.879	24.788	23.897
ptpmt1	23.148	21.531	21.485	22.46	21.704	21.872	21.394	19.971	19.786	21.731	21.036	20.188	21.534	21.08	21.187	22.165	21.979	22.016	22.249	20.36	21.721	21.539	20.328	20.919	20.961	18.888	21.65	21.766	21.634	21.339
cast	22.183	22.76	22.742	22.379	21.409	21.617	21.856	24.597	24.534	24.144	24.954	20.148	25.444	21.802	25.557	21.074	20.981	22.693	22.474	20.196	20.52	21.578	24.3	25.01	24.998	25.668	25.023	25.221	25.641	25.42
carkd	23.254	21.305	21.254	23.506	21.948	20.472	22.088	20.224	19.675	20.41	20.061	19.926	23.553	20.399	22.542	22.962	22.171	23.302	22.484	21.586	20.78	20.346	21.294	18.576	20.53	20.916	21.197	21.66	19.519	20.445
si:dkey-175g6.5	21.362	22.692	22.672	22.652	23.844	20.702	20.611	20.823	20.938	21.003	19.738	19.673	21.945	23.444	21.77	23.486	22.343	22.283	22.771	22.24	20.635	20.613	19.538	21.626	18.766	20.388	22.349	21.271	24.213	22.945
krt5	23.947	24.956	23.727	24.355	24.14	24.11	24.56	24.564	24.848	24.384	24.98	25.107	25.377	25.439	25.249	23.465	21.373	22.534	24.449	24.03	20.478	24.714	24.369	23.975	24.576	24.757	21.013	21.271	22.273	24.857
tpi1b	23.274	25.313	22.437	20.995	22.472	24.199	24.288	25.112	24.829	24.878	25.138	24.999	25.173	25.117	25.193	23.917	22.144	21.498	21.145	24.294	24.563	24.336	24.766	25.083	25.029	24.874	25.162	24.967	25.439	25.06
rbmx	23.173	22.462	23.171	23.017	24.846	22.886	24.366	24.817	25.265	24.751	25.034	24.682	24.79	24.609	21.996	21.652	21.312	21.214	22.358	24.986	24.913	25.554	23.126	24.708	24.452	24.641	22.765	23.186	23.823	23.577
casp6l1	21.775	23.18	22.192	23.553	22.561	23.386	23.573	23.95	26.855	26.622	26.743	26.069	25.47	25.437	26.001	22.422	25.64	25.129	23.728	23.309	23.33	23.082	25.861	25.79	23.125	27.443	24.178	25.315	25.627	25.27
si:ch211-285f17.1	27.989	28.272	28.308	28.234	22.372	20.482	21.396	19.854	21.727	26.867	20.742	25.362	25.024	25.161	25.083	27.772	27.76	27.699	27.603	20.916	26.03	26.189	19.265	20.625	26.582	26.595	21.916	25.235	21.369	24.785
cltcb	22.581	25.259	26.292	23.089	24.977	25.241	25.295	25.059	24.844	25.021	25.024	25.494	25.587	24.672	25.672	24.319	26.1	21.789	24.468	24.555	24.514	24.991	25.365	23.703	24.502	23.423	25.35	25.281	25.683	25.782
ankrd28b	23.189	22.222	23.278	21.362	22.217	22.267	22.196	21.005	23.461	21.612	23.479	24.223	24.226	23.946	24.115	22.043	22.884	21.985	24.196	20.226	21.814	24.243	23.112	24.96	23.351	20.393	24.08	23.942	24.051	24.011
fermt1	24.601	24.365	21.359	24.379	22.092	22.889	21.305	23.421	23.819	23.967	24.054	24.273	23.754	24.406	24.295	21.062	21.956	22.974	24.83	21.129	22.443	20.464	23.375	19.633	23.869	23.848	20.623	19.682	20.473	21.707
sdcbp2	21.967	23.284	23.298	22.642	21.785	21.827	22.32	22.976	22.809	22.887	23.066	22.426	21.154	20.829	22.138	22.232	22.883	22.824	22.377	21.053	21.17	20.303	24.256	23.044	23.557	23.336	23.545	23.174	23.042	22.996
cbx5	22.977	21.408	23.195	21.126	22.88	22.606	23.113	23.12	22.956	23.745	23.537	20.741	23.76	22.298	20.666	22.4	22.272	22.233	23.251	20.697	20.506	22.834	22.034	22.91	23.157	22.412	20.603	24.194	24.164	23.542
cast	31.801	31.592	31.508	31.443	31.88	32.057	32.046	32.445	32.45	32.509	32.584	31.57	31.557	31.575	31.493	30.714	30.736	30.785	30.864	31.534	31.579	31.587	31.94	32.049	32.107	32.176	30.786	30.944	30.842	30.901
rbb4l	25.501	25.806	25.897	25.772	24.987	25.534	25.099	25.959	26.169	26.307	25.945	26.029	25.797	26.034	26.09	21.447	22.771	24.187	24.731	25.298	25.098	25.445	25.778	25.263	25.806	25.728	25.553	25.992	25.902	25.992
commd6	22.065	23.304	21.778	22.571	21.88	21.907	21.589	19.634	20.408	18.806	20.574	21.715	21.422	21.803	22.168	22.205	23.371	22.459	23.084	19.681	21.375	21.674	21.182	21.034	20.815	21.393	21.85	21.528	23.216	23.605
pappa2	21.555	23.204	22.595	22.331	22.207	21.974	20.648	20.236	21	20.708	21.129	20.298	22.231	21.813	21.672	21.388	21.858	22.47	22.422	20.757	21.302	22.32	20.697	20.143	20.282	20.775	21.274	23.809	22.751	25.328
lamp1	22.298	21.818	23.212	23.079	22.011	20.291	20.649	22.364	21.608	21.602	20.407	20.732	21.687	21.017	20.859	22.932	22.556	22.76	23.217	21.295	20.96	21.013	20.499	21.912	20.287	20.493	21.062	23.463	22.082	22.497
esyt2a	23.197	22.617	21.973	22.081	21.067	20.453	22.281	24.493	24.234	24.498	23.46	25.674	25.38	25.396	24.843	22.02	23.185	21.117	22.58	21.197	19.983	20.332	22.896	23.588	24.839	19.839	23.813	23.796	23.977	26.331
prpf31	22.81	23.22	22.997	23.188	21.974	20.049	21.493	20.241	18.806	21.964	19.91	22.995	21.168	20.095	23.26	22.331	22.133	22.343	21.999	20.151	21.017	21.223	21.466	21.268	21.297	20.749	20.613	21.048	21.738	24.298
si:dkey-28b4.8	23.454	22.009	22.072	21.234	24.306	25.252	27.43	24.274	24.946	25.067	24.451	23.845	24.178	24.069	24.095	22.821	22.392	23.727	22.81	23.762	24.235	24.212	23.866	24.33	24.731	24.555	24.141	24.169	22.53	24.383
shc1	21.619	23.01	21.556	23.208	21.925	21.695	22.422	24.585	22.864	19.802	22.201	22.836	23.019	21.337	19.917	23.411	21.323	22.362	21.917	21.241	21.535	21.148	20.083	20.351	21.926	21.459	24.082	21.052	22.709	21.918
hmga1a	22.244	22.105	22.308	23.104	23.511	23.918	23.624	19.23	19.38	19.42	19.828	21.916	22.218	21.838	22.009	21.924	21.03	23.245	21.178	24.13	23.439	23.959	18.759	18.722	18.805	19.153	22.165	22.089	21.965	22.252
stambpa	21.794	21.6	23.22	21.66	22.491	21.252	22.142	24.188	20.706	24.578	22.761	22.216	21.079	20.792	20.629	22.61	21.623	23.076	22.427	21.097	21.441	20.797	20.062	21.429	20.673	20.992	21.473	21.963	21.949	21.092
